about,b3_issuer_code,b3_listing_segment,b3_sector,b3_segment,b3_subsector,cnpj,controlling_interest,cvm_code,founding_date,is_b3_listed,is_foreign,is_state_owned,main_activity,name,trade_name,website
,C1MI,DRN,Não Classificados,Não Classificados,Não Classificado,,,54577,,True,True,,,CUMMINS INC,CUMMINS INC,
,D1OV,DRN,Não Classificados,Não Classificados,Não Classificado,,,54585,,True,True,,,DOVER CORP,DOVER CORP,
,D1RE,DRN,Não Classificados,Não Classificados,Não Classificado,,,54593,,True,True,,,DUKE REALTY CORP,DUKE REALTY,
,E1CL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54607,,True,True,,,ECOLAB INC,ECOLAB INC,
,E1WL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54615,,True,True,,,EDWARDS LIFESCIENCES CORP,EDWARDS LIFE,
,E1QR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54623,,True,True,,,EQUITY RESIDENTIAL,EQUITY RESID,
,E1VR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54631,,True,True,,,EVERGY INC,EVERGY INC,
,E1SE,DRN,Não Classificados,Não Classificados,Não Classificado,,,54640,,True,True,,,EVERSOURCE ENERGY,EVERSOURCE E,
,F1RC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54658,,True,True,,,FIRST REPUBLIC BANK,,
,,DRN,Não Classificados,Não Classificados,Não Classificado,,,54666,,True,True,,,FLIR SYSTEMS INC,,
,F1LS,DRN,Não Classificados,Não Classificados,Não Classificado,,,54674,,True,True,,,FLOWSERVE CORP,FLOWSERVE CO,
,F1MC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54682,,True,True,,,FMC CORP,FMC CORP,
,G1RM,DRN,Não Classificados,Não Classificados,Não Classificado,,,54690,,True,True,,,GARMIN LTD,GARMIN LTD,
,H1IG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54704,,True,True,,,HARTFORD FINANCIAL SERVICES GROUP INC,HARTFORD FIN,
,H1SI,DRN,Não Classificados,Não Classificados,Não Classificado,,,54712,,True,True,,,HENRY SCHEIN INC,HENRY SCHEIN,
,H1UM,DRN,Não Classificados,Não Classificados,Não Classificado,,,54720,,True,True,,,HUMANA INC,HUMANA INC,
,I1NF,DRN,Não Classificados,Não Classificados,Não Classificado,,,54739,,True,True,,,IHS MARKIT LTD,,
,I1TW,DRN,Não Classificados,Não Classificados,Não Classificado,,,54747,,True,True,,,ILLINOIS TOOL WORKS INC,ILLINOIS TOO,
,I1LM,DRN,Não Classificados,Não Classificados,Não Classificado,,,54755,,True,True,,,ILLUMINA INC,ILLUMINA INC,
,I1NC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54763,,True,True,,,INCYTE CORP,INCYTE CORP,
,I1QV,DRN,Não Classificados,Não Classificados,Não Classificado,,,54771,,True,True,,,IQVIA HOLDINGS INC,IQVIA HOLDIN,
,J1EG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54780,,True,True,,,JACOBS ENGINEERING GROUP INC,JACOBS SOLUT,
,J1BH,DRN,Não Classificados,Não Classificados,Não Classificado,,,54798,,True,True,,,JB HUNT TRANSPORT SERVICES INC,JB HUNT TRAN,
,K1LA,DRN,Não Classificados,Não Classificados,Não Classificado,,,54801,,True,True,,,KLA CORP,KLA CORP,
,L1HX,DRN,Não Classificados,Não Classificados,Não Classificado,,,54810,,True,True,,,L3HARRIS TECHNOLOGIES INC,L3HARRIS TEC,
,L1WH,DRN,Não Classificados,Não Classificados,Não Classificado,,,54828,,True,True,,,LAMB WESTON HOLDINGS INC,LAMB WESTON,
,L1EG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54836,,True,True,,,LEGGETT PLATT INC,LEGGETT PL,
,L1NC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54844,,True,True,,,LINCOLN NATIONAL CORP,LINCOLN NATI,
,L1OE,DRN,Não Classificados,Não Classificados,Não Classificado,,,54852,,True,True,,,LOEWS CORP,LOEWS CORP,
,L1UL,DRN,Não Classificados,Não Classificados,Não Classificado,,,54860,,True,True,,,LULULEMON ATHLETICA INC,LULULEMON AT,
,M1TT,DRN,Não Classificados,Não Classificados,Não Classificado,,,54879,,True,True,,,MARRIOTT INTERNATIONAL INC,MARRIOTT INT,
,,DRN,Não Classificados,Não Classificados,Não Classificado,,,54887,,True,True,,,MAXIM INTEGRATED PRODUCTS INC,,
,M1CK,DRN,Não Classificados,Não Classificados,Não Classificado,,,54895,,True,True,,,MCKESSON CORP,MCKESSON COR,
,M1HK,DRN,Não Classificados,Não Classificados,Não Classificado,,,54909,,True,True,,,MOHAWK INDUSTRIES INC,MOHAWK INDUS,
,M1SI,DRN,Não Classificados,Não Classificados,Não Classificado,,,54917,,True,True,,,MOTOROLA SOLUTIONS INC,MOTOROLA SOL,
,N1WS,DRN,Não Classificados,Não Classificados,Não Classificado,,,54925,,True,True,,,NEWS CORP,NEWS CORP,
,N1LS,DRN,Não Classificados,Não Classificados,Não Classificado,,,54933,,True,True,,,NIELSEN HOLDINGS PLC,NIELSEN HOLD,
,N1TR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54941,,True,True,,,NORTHERN TRUST CORP,NORTHERN TRU,
,O1MC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54950,,True,True,,,OMNICOM GROUP INC,OMNICOM GROU,
,P1AC,DRN,Não Classificados,Não Classificados,Não Classificado,,,54968,,True,True,,,PACCAR INC,PACCAR INC,
,P1KG,DRN,Não Classificados,Não Classificados,Não Classificado,,,54976,,True,True,,,PACKAGING CORP OF AMERICA,PACKAGING CO,
,P1NR,DRN,Não Classificados,Não Classificados,Não Classificado,,,54984,,True,True,,,PENTAIR PLC,PENTAIR PLC,
,P1NW,DRN,Não Classificados,Não Classificados,Não Classificado,,,54992,,True,True,,,PINNACLE WEST CAPITAL CORP,PINNACLE WES,
,P1IO,DRN,Não Classificados,Não Classificados,Não Classificado,,,55000,,True,True,,,PIONEER NATURAL RESOURCES CO,PIONEER NATU,
,P1SA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55018,,True,True,,,PUBLIC STORAGE,PUBLIC STORA,
,P1VH,DRN,Não Classificados,Não Classificados,Não Classificado,,,55026,,True,True,,,PVH CORP,PVH CORP,
,Q1RV,DRN,Não Classificados,Não Classificados,Não Classificado,,,55034,,True,True,,,QORVO INC,QORVO INC,
,Q1UA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55042,,True,True,,,QUANTA SERVICES INC,QUANTA SERVI,
,Q1UE,DRN,Não Classificados,Não Classificados,Não Classificado,,,55050,,True,True,,,QUEST DIAGNOSTICS INC,QUEST DIAGNO,
,R1JF,DRN,Não Classificados,Não Classificados,Não Classificado,,,55069,,True,True,,,RAYMOND JAMES FINANCIAL INC,RAYMOND JAME,
,R1IN,DRN,Não Classificados,Não Classificados,Não Classificado,,,55077,,True,True,,,REALTY INCOME CORP,REALTY INCOM,
,R1SG,DRN,Não Classificados,Não Classificados,Não Classificado,,,55085,,True,True,,,REPUBLIC SERVICES INC,REPUBLIC SER,
,R1OL,DRN,Não Classificados,Não Classificados,Não Classificado,,,55093,,True,True,,,ROLLINS INC,ROLLINS INC,
,S1EA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55107,,True,True,,,SEALED AIR CORP,SEALED AIR C,
,S1RE,DRN,Não Classificados,Não Classificados,Não Classificado,,,55115,,True,True,,,SEMPRA,SEMPRA,
,S1PO,DRN,Não Classificados,Não Classificados,Não Classificado,,,55123,,True,True,,,SPOTIFY TECHNOLOGY SA,SPOTIFY TECH,
,S1YK,DRN,Não Classificados,Não Classificados,Não Classificado,,,55131,,True,True,,,STRYKER CORP,STRYKER CORP,
,T1RO,DRN,Não Classificados,Não Classificados,Não Classificado,,,55140,,True,True,,,T ROWE PRICE GROUP INC,T ROWE PRICE,
,T1TW,DRN,Não Classificados,Não Classificados,Não Classificado,,,55158,,True,True,,,TAKE-TWO INTERACTIVE SOFTWARE INC,TAKE-TWO INT,
,S1JM,DRN,Não Classificados,Não Classificados,Não Classificado,,,55166,,True,True,,,THE JM SMUCKER CO,THE JM SMUCK,
,U1AI,DRN,Não Classificados,Não Classificados,Não Classificado,,,55174,,True,True,,,UNDER ARMOUR INC,UNDER ARMOUR,
,U1NM,DRN,Não Classificados,Não Classificados,Não Classificado,,,55182,,True,True,,,UNUM GROUP,UNUM GROUP,
,,DRN,Não Classificados,Não Classificados,Não Classificado,,,55190,,True,True,,,VARIAN MEDICAL SYSTEMS INC,,
,V1NO,DRN,Não Classificados,Não Classificados,Não Classificado,,,55204,,True,True,,,VORNADO REALTY TRUST,VORNADO REAL,
,Z1BH,DRN,Não Classificados,Não Classificados,Não Classificado,,,55212,,True,True,,,ZIMMER BIOMET HOLDINGS INC,ZIMMER BIOME,
,Z1TS,DRN,Não Classificados,Não Classificados,Não Classificado,,,55220,,True,True,,,ZOETIS INC,ZOETIS INC,
,A1BM,DRN,Não Classificados,Não Classificados,Não Classificado,,,55239,,True,True,,,ABIOMED Inc,,
,A1LK,DRN,Não Classificados,Não Classificados,Não Classificado,,,55247,,True,True,,,ALASKA AIR GROUP INC,ALASKA AIR G,
,A1RE,DRN,Não Classificados,Não Classificados,Não Classificado,,,55255,,True,True,,,ALEXANDRIA REAL ESTATE EQUITIES INC,ALEXANDRIA R,
,A1GN,DRN,Não Classificados,Não Classificados,Não Classificado,,,55263,,True,True,,,ALLEGION PLC,ALLEGION PLC,
,A1EN,DRN,Não Classificados,Não Classificados,Não Classificado,,,55271,,True,True,,,ALLIANT ENERGY CORP,ALLIANT ENER,
,A1WK,DRN,Não Classificados,Não Classificados,Não Classificado,,,55280,,True,True,,,AMERICAN WATER WORKS CO INC,AMERICAN WAT,
,A1MP,DRN,Não Classificados,Não Classificados,Não Classificado,,,55298,,True,True,,,AMERIPRISE FINANCIAL INC,AMERIPRISE F,
,A1NS,DRN,Não Classificados,Não Classificados,Não Classificado,,,55301,,True,True,,,ANSYS INC,ANSYS INC,
,A1SU,DRN,Não Classificados,Não Classificados,Não Classificado,,,55310,,True,True,,,ASSURANT INC,ASSURANT INC,
,A1TM,DRN,Não Classificados,Não Classificados,Não Classificado,,,55328,,True,True,,,ATMOS ENERGY CORP,ATMOS ENERGY,
,A1VB,DRN,Não Classificados,Não Classificados,Não Classificado,,,55336,,True,True,,,AVALONBAY COMMUNITIES INC,AVALONBAY CO,
,A1VY,DRN,Não Classificados,Não Classificados,Não Classificado,,,55344,,True,True,,,AVERY DENNISON CORP,AVERY DENNIS,
,B1RF,DRN,Não Classificados,Não Classificados,Não Classificado,,,55352,,True,True,,,BROADRIDGE FINANCIAL SOLUTIONS INC,BROADRIDGE F,
,B1FC,DRN,Não Classificados,Não Classificados,Não Classificado,,,55360,,True,True,,,BROWN FORMAN CORP,BROWN FORMAN,
,C1BO,DRN,Não Classificados,Não Classificados,Não Classificado,,,55379,,True,True,,,CBOE GLOBAL MARKETS INC,CBOE GLOBAL,
,C1MG,DRN,Não Classificados,Não Classificados,Não Classificado,,,55387,,True,True,,,CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEX,
,C1TA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55395,,True,True,,,CINTAS CORP,CINTAS CORP,
,C1OO,DRN,Não Classificados,Não Classificados,Não Classificado,,,55409,,True,True,,,COOPER COMPANIES INC,COOPER COMPA,
,D1RI,DRN,Não Classificados,Não Classificados,Não Classificado,,,55417,,True,True,,,DARDEN RESTAURANTS INC,DARDEN RESTA,
,D1LR,DRN,Não Classificados,Não Classificados,Não Classificado,,,55425,,True,True,,,DIGITAL REALTY TRUST INC,DIGITAL REAL,
,D1TE,DRN,Não Classificados,Não Classificados,Não Classificado,,,55433,,True,True,,,DTE ENERGY CO,DTE ENERGY C,
,E1MN,DRN,Não Classificados,Não Classificados,Não Classificado,,,55441,,True,True,,,EASTMAN CHEMICAL CO,EASTMAN CHEM,
,E1FX,DRN,Não Classificados,Não Classificados,Não Classificado,,,55450,,True,True,,,EQUIFAX INC,,
,E1SS,DRN,Não Classificados,Não Classificados,Não Classificado,,,55468,,True,True,,,ESSEX PROPERTY TRUST INC,ESSEX PROPER,
,E1VE,DRN,Não Classificados,Não Classificados,Não Classificado,,,55476,,True,True,,,EVEREST RE GROUP LTD,EVEREST GRP,
,E1XP,DRN,Não Classificados,Não Classificados,Não Classificado,,,55484,,True,True,,,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,EXPEDITORS I,
,E1XR,DRN,Não Classificados,Não Classificados,Não Classificado,,,55492,,True,True,,,EXTRA SPACE STORAGE INC,EXTRA SPACE,
,F1FI,DRN,Não Classificados,Não Classificados,Não Classificado,,,55506,,True,True,,,F5 NETWORKS INC,F5 INC,
,,DRN,Não Classificados,Não Classificados,Não Classificado,,,55514,,True,True,,,FEDERAL REALTY INVESTMENT TRUST,,
,G1AR,DRN,Não Classificados,Não Classificados,Não Classificado,,,55522,,True,True,,,GARTNER INC,GARTNER INC,
,G1PC,DRN,Não Classificados,Não Classificados,Não Classificado,,,55530,,True,True,,,GENUINE PARTS CO,GENUINE PART,
,G1LL,DRN,Não Classificados,Não Classificados,Não Classificado,,,55549,,True,True,,,GLOBE LIFE INC,GLOBE LIFE I,
,H1II,DRN,Não Classificados,Não Classificados,Não Classificado,,,55557,,True,True,,,HUNTINGTON INGALLS INDUSTRIES INC,HUNTINGTON I,
,I1DX,DRN,Não Classificados,Não Classificados,Não Classificado,,,55565,,True,True,,,IDEXX LABORATORIES INC,IDEXX LABORA,
,I1SR,DRN,Não Classificados,Não Classificados,Não Classificado,,,55573,,True,True,,,INTUITIVE SURGICAL INC,INTUITIVE SU,
,I1PG,DRN,Não Classificados,Não Classificados,Não Classificado,,,55581,,True,True,,,IPG PHOTONICS CORP,IPG PHOTONIC,
,J1KH,DRN,Não Classificados,Não Classificados,Não Classificado,,,55590,,True,True,,,JACK HENRY & ASSOCIATES INC,JACK HENRY,
,J1EF,DRN,Não Classificados,Não Classificados,Não Classificado,,,55603,,True,True,,,JEFFERIES FINANCIAL GROUP INC,JEFFERIES FI,
,K1CS,DRN,Não Classificados,Não Classificados,Não Classificado,,,55611,,True,True,,,KANSAS CITY SOUTHERN,,
,L1CA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55620,,True,True,,,LABORATORY CORP OF AMERICA HOLDINGS,LABORATORY C,
,M1TB,DRN,Não Classificados,Não Classificados,Não Classificado,,,55638,,True,True,,,M&T BANK CORP,MT BANK COR,
,M1LM,DRN,Não Classificados,Não Classificados,Não Classificado,,,55646,,True,True,,,MARTIN MARIETTA MATERIALS INC,MARTIN MARIE,
,M1KC,DRN,Não Classificados,Não Classificados,Não Classificado,,,55654,,True,True,,,MCCORMICK & CO INC,MCCORMICK,
,M1TD,DRN,Não Classificados,Não Classificados,Não Classificado,,,55662,,True,True,,,METTLER-TOLEDO INTERNATIONAL INC,METTLER-TOLE,
,M1AA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55670,,True,True,,,MID-AMERICA APARTMENT COMMUNITIES INC,MID-AMERICA,
,M1SC,DRN,Não Classificados,Não Classificados,Não Classificado,,,55689,,True,True,,,MSCI INC,MSCI INC,
,N1DA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55697,,True,True,,,NASDAQ INC,NASDAQ INC,
,N1VR,DRN,Não Classificados,Não Classificados,Não Classificado,,,55700,,True,True,,,NVR INC,NVR INC,
,P1HC,DRN,Não Classificados,Não Classificados,Não Classificado,,,55719,,True,True,,,PARKER-HANNIFIN CORP,PARKER-HANNI,
,P1KI,DRN,Não Classificados,Não Classificados,Não Classificado,,,55727,,True,True,,,PERKINELMER INC,REVVITY INC,
,P1FG,DRN,Não Classificados,Não Classificados,Não Classificado,,,55735,,True,True,,,PRINCIPAL FINANCIAL GROUP INC,PRINCIPAL FI,
,R1EG,DRN,Não Classificados,Não Classificados,Não Classificado,,,55743,,True,True,,,REGENCY CENTERS CORP,REGENCY CENT,
,R1MD,DRN,Não Classificados,Não Classificados,Não Classificado,,,55751,,True,True,,,RESMED INC,RESMED INC,
,R1HI,DRN,Não Classificados,Não Classificados,Não Classificado,,,55760,,True,True,,,ROBERT HALF INTERNATIONAL INC,ROBERT HALF,
,R1OK,DRN,Não Classificados,Não Classificados,Não Classificado,,,55778,,True,True,,,ROCKWELL AUTOMATION INC,ROCKWELL AUT,
,R1OP,DRN,Não Classificados,Não Classificados,Não Classificado,,,55786,,True,True,,,ROPER TECHNOLOGIES INC,ROPER TECHNO,
,S1BA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55794,,True,True,,,SBA COMMUNICATIONS CORP,SBA COMMUNIC,
,S1LG,DRN,Não Classificados,Não Classificados,Não Classificado,,,55808,,True,True,,,SL GREEN REALTY CORP,SL GREEN REA,
,S1NA,DRN,Não Classificados,Não Classificados,Não Classificado,,,55816,,True,True,,,SNAP-ON INC,SNAP-ON INC,
,S1WK,DRN,Não Classificados,Não Classificados,Não Classificado,,,55824,,True,True,,,STANLEY BLACK & DECKER INC,STANLEY BLAC,
,S1IV,DRN,Não Classificados,Não Classificados,Não Classificado,,,55832,,True,True,,,SVB FINANCIAL GROUP,,
,S1NP,DRN,Não Classificados,Não Classificados,Não Classificado,,,55840,,True,True,,,SYNOPSYS INC,SYNOPSYS INC,
,T1FX,DRN,Não Classificados,Não Classificados,Não Classificado,,,55859,,True,True,,,TELEFLEX INC,TELEFLEX INC,
,S1HW,DRN,Não Classificados,Não Classificados,Não Classificado,,,55867,,True,True,,,THE SHERWIN-WILLIAMS CO,THE SHERWIN,
,T1DG,DRN,Não Classificados,Não Classificados,Não Classificado,,,55875,,True,True,,,TRANSDIGM GROUP INC,TRANSDIGM GR,
,U1LT,DRN,Não Classificados,Não Classificados,Não Classificado,,,55883,,True,True,,,ULTA BEAUTY INC,ULTA BEAUTY,
,U1HS,DRN,Não Classificados,Não Classificados,Não Classificado,,,55891,,True,True,,,UNIVERSAL HEALTH SERVICES INC,UNIVERSAL HE,
,V1RS,DRN,Não Classificados,Não Classificados,Não Classificado,,,55905,,True,True,,,VERISK ANALYTICS INC,VERISK ANALY,
,V1MC,DRN,Não Classificados,Não Classificados,Não Classificado,,,55913,,True,True,,,VULCAN MATERIALS CO,VULCAN MATER,
,W1HR,DRN,Não Classificados,Não Classificados,Não Classificado,,,55921,,True,True,,,WHIRLPOOL CORP,WHIRLPOOL CO,
,W1LT,DRN,Não Classificados,Não Classificados,Não Classificado,,,55930,,True,True,,,WILLIS TOWERS WATSON PLC,WILLIS TOWER,
,G1WW,DRN,Não Classificados,Não Classificados,Não Classificado,,,55948,,True,True,,,WW GRAINGER INC,WW GRAINGER,
,X1YL,DRN,Não Classificados,Não Classificados,Não Classificado,,,55956,,True,True,,,XYLEM INC,XYLEM INC,
,A1LN,DRN,Não Classificados,Não Classificados,Não Classificado,,,55964,,True,True,,,ALNYLAM PHARMACEUTICALS INC,ALNYLAM PHAR,
,A1YX,DRN,Não Classificados,Não Classificados,Não Classificado,,,55972,,True,True,,,ALTERYX INC,ALTERYX INC,
,A1CR,DRN,Não Classificados,Não Classificados,Não Classificado,,,55980,,True,True,,,AMCOR PLC,AMCOR PLC,
,T1AM,DRN,Não Classificados,Não Classificados,Não Classificado,,,55999,,True,True,,,ATLASSIAN CORPORATION PLC,ATLASSIAN CO,
,T1CH,DRN,Não Classificados,Não Classificados,Não Classificado,,,56006,,True,True,,,BIO-TECHNE CORPORATION,BIO-TECHNE C,
,B1AM,DRN,Não Classificados,Não Classificados,Não Classificado,,,56014,,True,True,,,BROOKFIELD ASSET MANAGEMENT INC,BROOKFIELD C,
,C1AB,DRN,Não Classificados,Não Classificados,Não Classificado,,,56022,,True,True,,,CABLE ONE INC,CABLE ONE IN,
,C1RR,DRN,Não Classificados,Não Classificados,Não Classificado,,,56030,,True,True,,,CARRIER GLOBAL CORPORATION,CARRIER GLOB,
,C1DW,DRN,Não Classificados,Não Classificados,Não Classificado,,,56049,,True,True,,,CDW CORPORATION,CDW CORP,
,C1TV,DRN,Não Classificados,Não Classificados,Não Classificado,,,56057,,True,True,,,CORTEVA INC,CORTEVA INC,
,C1GP,DRN,Não Classificados,Não Classificados,Não Classificado,,,56065,,True,True,,,COSTAR GROUP INC,COSTAR GROUP,
,C1OU,DRN,Não Classificados,Não Classificados,Não Classificado,,,56073,,True,True,,,COUPA SOFTWARE INC,,
,D1DG,DRN,Não Classificados,Não Classificados,Não Classificado,,,56081,,True,True,,,DATADOG INC,DATADOG INC,
,D1EX,DRN,Não Classificados,Não Classificados,Não Classificado,,,56090,,True,True,,,DEXCOM INC,DEXCOM INC,
,D1OC,DRN,Não Classificados,Não Classificados,Não Classificado,,,56103,,True,True,,,DOCUSIGN INC,DOCUSIGN INC,
,D1OW,DRN,Não Classificados,Não Classificados,Não Classificado,,,56111,,True,True,,,DOW INC,DOW INC,
,F1SL,DRN,Não Classificados,Não Classificados,Não Classificado,,,56120,,True,True,,,FASTLY INC,FASTLY INC,
,H1EI,DRN,Não Classificados,Não Classificados,Não Classificado,,,56138,,True,True,,,HEICO CORPORATION,HEICO CORP,
,H1ZN,DRN,Não Classificados,Não Classificados,Não Classificado,,,56146,,True,True,,,HORIZON THERAPEUTICS PLC,,
,I1AC,DRN,Não Classificados,Não Classificados,Não Classificado,,,56154,,True,True,,,IAC INTERACTIVECORPORATION,IAC INTERACT,
,I1EX,DRN,Não Classificados,Não Classificados,Não Classificado,,,56162,,True,True,,,IDEX CORPORATION,IDEX CORP,
,L1VS,DRN,Não Classificados,Não Classificados,Não Classificado,,,56170,,True,True,,,LAS VEGAS SANDS CORPORATION,LAS VEGAS SA,
,L1DO,DRN,Não Classificados,Não Classificados,Não Classificado,,,56189,,True,True,,,LEIDOS HOLDINGS INC,LEIDOS HOLDI,
,L1YV,DRN,Não Classificados,Não Classificados,Não Classificado,,,56219,,True,True,,,LIVE NATION ENTERTAINMENT INC,LIVE NATION,
,M1KT,DRN,Não Classificados,Não Classificados,Não Classificado,,,56227,,True,True,,,MARKETAXESS HOLDINGS INC,MARKETAXESS,
,M1TC,DRN,Não Classificados,Não Classificados,Não Classificado,,,56235,,True,True,,,MATCH GROUP INC,MATCH GROUP,
,M1RN,DRN,Não Classificados,Não Classificados,Não Classificado,,,56243,,True,True,,,MODERNA INC,MODERNA INC,
,M1DB,DRN,Não Classificados,Não Classificados,Não Classificado,,,56251,,True,True,,,MONGODB INC,MONGODB INC,
,N1BI,DRN,Não Classificados,Não Classificados,Não Classificado,,,56260,,True,True,,,NEUROCRINE BIOSCIENCES INC,NEUROCRINE B,
,O1KT,DRN,Não Classificados,Não Classificados,Não Classificado,,,56286,,True,True,,,OKTA INC,OKTA INC,
,O1DF,DRN,Não Classificados,Não Classificados,Não Classificado,,,56294,,True,True,,,OLD DOMINION FREIGHT LINE INC,OLD DOMINION,
